student_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
061db2c91f94c612f2d4,-0.69245255,-1.0322306,-2.9614859,3.2039032,-2.7856615,1.0760951,-2.9639885,-0.29225403,-0.54843646,1.7607639,0.49492544,3.0175126,-1.6185633,1.05656,-1.3609021,-0.6286066
06309f4c8785254f4c13,-0.28848675,-0.37941387,-1.3096758,1.5877044,-1.6738895,0.44135618,-1.2970062,-0.35913652,-0.1281884,1.0790229,0.15978618,1.5507286,-0.6110531,0.35971674,-0.9162755,-0.22487828
06aff3e28c5db152f506,-0.53293,-0.82918084,-2.449457,2.7166512,-2.700556,0.8638801,-2.4491017,-0.4831799,-0.39424026,1.8116945,0.35649055,2.6506805,-1.3522396,0.8806289,-1.4556341,-0.4864099
071685b292483b04e836,-0.4646792,-0.7672226,-2.368942,2.660081,-2.5165105,0.7970611,-2.2714949,-0.42454135,-0.32911164,1.6593935,0.36209783,2.574581,-1.3227794,0.75078005,-1.2741885,-0.49784613
074d7f43de7264306775,0.4708061,0.60641444,2.2311647,-0.95066446,-1.6910014,-0.64417505,2.3695862,-1.2350383,0.8300725,1.1843604,-0.209917,-0.43943623,0.9511263,-0.6210316,-1.5715637,0.39990145
077d5c82c9ee5019220f,-0.5635172,-0.8589465,-2.4660933,2.574466,-2.5242035,0.902292,-2.4873333,-0.36383313,-0.5174539,1.6083319,0.36377102,2.4768965,-1.36639,0.9197475,-1.3104784,-0.49624634
07e3362d20ff4337671b,-0.5740315,-0.83971494,-2.4745793,2.6862206,-2.3788474,0.8856904,-2.481137,-0.29186648,-0.45301566,1.5694766,0.35894427,2.5590363,-1.3563133,0.8857528,-1.1702104,-0.4990129
091554ffa26fc9b17c36,-0.6556715,-0.97492,-2.854049,3.1673484,-2.613035,1.0164702,-2.7663143,-0.45638174,-0.34210345,1.8202194,0.46136492,3.0232651,-1.5223197,0.8615052,-1.326243,-0.61679643
09400a9b50b6c96c5510,-0.45702928,-0.6964483,-2.261154,2.5930336,-2.551194,0.75310874,-2.198174,-0.4806691,-0.24424823,1.7500964,0.32562009,2.5626125,-1.2133493,0.68223065,-1.3746493,-0.46687287
098b2c66cbc1ed736e14,-0.7480432,-1.1321586,-3.2645576,3.596491,-2.9289486,1.180184,-3.2195358,-0.42973563,-0.48046374,2.0100992,0.5088365,3.4149084,-1.8176355,1.0970871,-1.4518205,-0.7150419
0999173c045ee29a0b44,-0.6629178,-0.97878355,-2.794305,2.9894383,-2.797699,1.0275389,-2.8560925,-0.28913987,-0.57590944,1.7558955,0.4442821,2.8343031,-1.5869151,1.0896269,-1.3816345,-0.6010207
09dfa3f18e48917f0242,0.7265599,0.6381135,2.568315,-1.3113354,-1.4206228,-0.7009008,2.8036122,-1.3625817,1.061896,1.1458217,-0.2404761,-0.8714482,0.8874122,-0.8235437,-1.5133768,0.395116
09e4bfadd7e012c37c7c,-0.5571904,-0.86661315,-2.6327603,2.7630193,-2.7178688,0.9130771,-2.683792,-0.44518894,-0.46486253,1.7771099,0.3506999,2.6575584,-1.4377708,0.91196936,-1.4322506,-0.5059409
0a7f1a73361654329281,-0.67480975,-1.024806,-2.7587357,3.0914135,-2.6898658,1.0638757,-2.7150123,-0.35866532,-0.478436,1.7315567,0.49649256,2.922552,-1.6055045,1.0370896,-1.3660161,-0.65335417
0a8736f6520cea837d94,0.5167354,0.6020051,2.1781445,-1.3960156,-0.9976381,-0.5783313,2.3104265,-0.9958172,0.61905366,0.76186234,-0.25054014,-1.0712018,0.8509389,-0.63129735,-1.1264641,0.37934756
0b02f701b1179f9f74f9,0.5347755,0.81322336,2.5776832,-1.2806265,-1.6140678,-0.7918,2.6419628,-1.1986773,0.83040905,1.1092198,-0.32239604,-0.72629344,1.2669942,-0.77465373,-1.5244318,0.54202574
0b16d35f1f39a063708a,0.99570876,1.0056629,3.5394497,-2.2612872,-1.4481049,-1.0745863,3.687255,-1.6242918,1.2212329,1.2320577,-0.41335344,-1.6600769,1.4105015,-1.1449273,-1.7375952,0.63444674
0b28c0a454678b75eefb,-0.44822326,-0.6532216,-1.9610157,2.0997865,-2.2950287,0.6923206,-2.0047414,-0.24496926,-0.4136004,1.33391,0.32310137,2.034162,-1.0874844,0.7415058,-1.1511767,-0.4087853
0b307ee95b41e222f204,-0.72686213,-1.0998524,-3.2812245,3.4713812,-2.8657367,1.1435391,-3.2336524,-0.45630205,-0.47799414,1.9772128,0.48848414,3.302928,-1.760882,1.0608945,-1.4580157,-0.688939
0b828e1ae026c57b34dd,-0.6134227,-0.87248856,-2.6220083,2.719552,-2.4538121,0.93495876,-2.6629994,-0.16015442,-0.553939,1.4597293,0.4249169,2.5586538,-1.436875,0.94183135,-1.1425273,-0.5481275
0b8bea274b24847526b7,0.29043564,0.5272627,2.043563,-1.1574486,-1.1912684,-0.5105031,2.0665107,-0.6730704,0.4690257,0.562241,-0.13176149,-0.717546,0.9438828,-0.4498505,-1.0269171,0.32672778
0bb8692f43a372e8d967,-0.67793447,-1.0328152,-2.9296901,3.1434906,-2.8105114,1.0608877,-2.9282758,-0.44028935,-0.49882755,1.8859713,0.46283078,3.013914,-1.6244861,1.0537063,-1.434934,-0.6192953
0c57caf5358d30408034,-0.06424719,-0.21476524,-1.0290409,0.7848007,-0.76100284,0.16053224,-0.97167814,-0.19161671,0.115968145,0.519247,0.05232434,0.6976634,-0.34301147,0.069084935,-0.40466666,-0.061956905
0c670262b3941d307600,-0.68422467,-1.0068762,-2.8209298,3.1547055,-2.8165998,1.0369291,-2.7751737,-0.58603793,-0.40995806,1.9960064,0.4625135,3.0414488,-1.547999,0.97498226,-1.56724,-0.5915682
0c81ca27b7d931b6ff6e,0.26635617,0.42735985,2.042931,-1.3487434,-0.8944327,-0.41815704,2.0979245,-0.6900239,0.4387474,0.53926563,-0.16031349,-1.007799,0.64702505,-0.30652454,-0.88133335,0.2601549
0d260d8fac2289c8ed9e,0.2599563,0.47503823,2.1061203,-1.5324591,-0.28526536,-0.46341282,2.1010125,-0.45720935,0.35191146,0.1445414,-0.20194791,-1.3186346,0.73887795,-0.45128727,-0.45177573,0.3019983
0d4a3518a188f6888380,-0.2459598,-0.36116037,-1.1973233,1.1544567,-1.3448535,0.3924203,-1.2607391,-0.12899542,-0.19414118,0.73539007,0.15640496,1.1238034,-0.5826861,0.38283488,-0.63051283,-0.20369816
0dapvs3h4h3h1ahmt2o8,0.9215614,1.4382677,3.5334883,-0.41409487,-1.6715562,-1.2651714,4.0843716,-2.319454,2.3634107,1.7400142,-0.7198797,-0.07254749,2.3724053,-2.1114044,-2.064011,0.9040284
0df40593e76a840fd64b,0.7815828,0.5850795,2.5860746,-1.4592913,-1.3500106,-0.6958057,2.8995728,-1.5028023,1.0940996,1.227401,-0.22480644,-1.0256189,0.7570379,-0.8046516,-1.5913897,0.3541204
0e062d9fa22dc8e3bca2,-0.7681846,-1.2883772,-3.5737853,3.942552,-2.668677,1.3268814,-3.4612079,-0.28484812,-0.48678026,1.9454048,0.598238,3.6943305,-2.1421905,1.2254298,-1.1900237,-0.8326261
0e804947f4cdc2721046,-0.57701904,-0.89483166,-2.6330833,2.7983017,-2.6125348,0.93298054,-2.6086051,-0.3618166,-0.43325782,1.7030332,0.4110338,2.6947467,-1.4158039,0.91541076,-1.3275439,-0.55696213
0eb6eec8b4bee8ab6a44,0.2622108,0.46213606,1.578249,-0.9518867,-0.9238156,-0.43307748,1.5348182,-0.47149748,0.3529488,0.38057008,-0.1724732,-0.64081544,0.75679207,-0.36187494,-0.77315724,0.30441844
0ef8b2c9e039eaace596,0.35446587,0.64800024,2.2394013,-1.0838484,-1.2834615,-0.60710365,2.2898223,-0.8783554,0.6376722,0.73429793,-0.2166161,-0.6503584,1.1391547,-0.6485338,-1.1777105,0.4095077
0f160cd19890b97092b9,-0.985007,-1.5012988,-4.015504,4.4102197,-3.3088262,1.5400913,-3.9444516,-0.42215413,-0.6302724,2.2925081,0.7134032,4.1215315,-2.2762272,1.453848,-1.6241907,-0.9318281
0f8bd9e33125347965a1,0.4777976,0.6272673,2.5591402,-1.661371,-0.9377662,-0.61627585,2.6030238,-0.9478425,0.70308,0.698559,-0.24579996,-1.1766895,0.99736536,-0.5732729,-1.0570618,0.45193094
0fc996fff93c00ca5ced,0.8190737,0.8224036,3.151843,-2.3440862,-0.97049594,-0.8544303,3.274417,-1.2673979,0.9257711,0.8232816,-0.34097815,-1.8584617,1.0038553,-0.80936766,-1.3025244,0.48319194
0gfiioqi5g8djhh1wzol,-1.1103394,-1.5517951,0.15036806,-2.4814773,4.9383035,1.4244457,-0.37991673,4.1434546,-2.601914,-4.3435273,0.8673368,-3.6702993,-2.5436223,2.1624198,4.49111,-0.83247405
0i1e50rz4mkhee97xvpo,-1.1941042,-1.6873974,0.08869275,-2.5797997,5.297025,1.5789459,-0.6031934,4.61735,-2.9358518,-4.7823997,0.91345286,-3.851158,-2.820338,2.4158864,4.8975854,-0.8798065
0lgtv09uoh3ova8sjbze,-1.3679202,-1.712308,-0.38117835,-2.821154,5.625079,1.5804485,-0.98798954,4.691958,-2.91666,-4.985202,0.8892375,-4.121924,-2.9098608,2.5146856,5.178165,-0.89120173
0m2kzubx9r60wyrsjj7j,-1.1160758,-1.4465904,0.033370126,-2.4272618,4.7207284,1.3266345,-0.43417242,3.9583576,-2.4319372,-4.172027,0.8103107,-3.5440288,-2.4351242,2.1196246,4.3026853,-0.7939096
0m8o7nuv982vnv3328qw,-1.2059534,-1.5188204,0.09222007,-2.631501,4.937343,1.3942846,-0.6031309,4.2971125,-2.778848,-4.4592776,0.8437575,-3.802196,-2.6285388,2.357634,4.599527,-0.8132593
0maggb1hf886m5u6p2vr,-1.0920079,-1.7209673,0.07719111,-2.535517,4.9687047,1.5226122,-0.49145144,4.267953,-2.8217692,-4.4411287,0.92074275,-3.7026508,-2.610647,2.4363394,4.49429,-0.8906852
0qamadarf6xhm9pm2jta,-1.4209855,-1.9218475,-0.40795597,-2.7497015,5.6552134,1.758982,-1.1448748,4.9923415,-3.2993453,-5.066159,1.0186155,-4.1182785,-3.1712177,2.8548212,5.239596,-1.0144764
0sgnvj4zfg3xjjb9fl6h,-1.075211,-1.3321501,0.42513824,-3.0078335,5.0204844,1.2156706,-0.16683716,4.2434473,-2.7863336,-4.494179,0.7777755,-4.1213408,-2.3663979,2.1350813,4.5227365,-0.7319694
0txd5enpfmbrth46w74b,-1.0575293,-1.5738448,0.08826927,-2.2430115,4.7733545,1.4515857,-0.4504587,4.0142193,-2.347442,-4.1506186,0.85110843,-3.4034324,-2.4279523,2.0987194,4.349366,-0.76799774
0z4mockl76xn8mhdaehw,-1.0622568,-1.5477635,-0.27576116,-1.8206793,4.3271675,1.4368106,-0.7473098,3.8960426,-2.386437,-3.8916206,0.87436646,-2.919664,-2.5376263,2.1304371,4.120491,-0.86270976
1096bd470d3ddff1ec1c,0.4016527,0.68050355,2.536531,-1.620188,-1.2410716,-0.6707533,2.4851391,-0.89885604,0.60257196,0.67654794,-0.24664964,-1.0782597,1.1086338,-0.5234742,-1.1886988,0.45111528
10de703c06bf9d873d68,-0.44242522,-0.71720356,-2.2740295,2.447219,-2.3867998,0.71150255,-2.1704009,-0.4018852,-0.30471456,1.5579165,0.3457456,2.3258576,-1.1583292,0.70001924,-1.2835182,-0.44658908
10qi28ikwz4c4v22b06i,-1.3314422,-1.9003147,-0.20752987,-2.1188939,5.3430963,1.7742862,-0.92145556,4.8565507,-3.0000389,-4.7747,1.0863479,-3.484508,-3.1043158,2.6117957,5.111316,-1.030821
10xnkvdetxarrkdhx4i9,-1.1008966,-1.546566,0.032196034,-2.1758776,4.745387,1.4511815,-0.5057831,3.9980588,-2.328468,-4.140507,0.81151426,-3.3688376,-2.4801316,2.0506737,4.359324,-0.7568679
117ee98c7f916c88ddbb,0.60392725,0.91407555,3.0647016,-2.0349472,-1.384045,-0.9210345,2.9559517,-1.1056987,0.72398967,0.9151279,-0.40447834,-1.3629444,1.3433752,-0.6736403,-1.4096011,0.6361093
119b36a5797d5ce69625,-0.7080105,-1.103722,-3.1046364,3.3744984,-2.9521167,1.1349564,-3.0862525,-0.5376704,-0.4999915,2.0170991,0.47674498,3.224788,-1.735813,1.1282637,-1.540069,-0.66995066
11dae4659d30031a10dd,-0.5111679,-0.8465306,-2.6249356,2.955716,-2.6755173,0.89061767,-2.603257,-0.5438736,-0.38884965,1.8833327,0.32870063,2.8774269,-1.4373187,0.89668036,-1.4404819,-0.5049223
1202c731c612353ceef0,0.75570905,0.7417684,3.126981,-2.2007744,-0.889628,-0.756986,3.3448737,-1.2871847,0.9944761,0.84558403,-0.2920869,-1.7327269,0.9362142,-0.8177187,-1.2715412,0.41918197
1224ceafb61456a033d0,0.42416236,0.56698155,2.1205957,-1.2764715,-1.1744629,-0.60818803,2.2086244,-0.9574064,0.6584118,0.8533382,-0.25419214,-0.8280282,0.8852283,-0.49343124,-1.1814253,0.39186946
12s3yomv0kltozc1qxc4,-0.7187187,-1.1125008,0.8211446,-1.8953674,3.835012,1.0202065,0.35061342,3.3304234,-1.8875369,-3.3708556,0.6362014,-2.853133,-1.8362925,1.5660963,3.5168152,-0.55847937
1329b6cf41debecda787,-0.7612323,-1.2487327,-3.6445417,4.147972,-3.1289604,1.2775218,-3.4572675,-0.43175054,-0.4167005,2.1708074,0.6140084,3.9181387,-2.076655,1.1593276,-1.508447,-0.842855
132c90d4a027a4477ad0,0.21676424,0.4626249,1.6330309,-0.9152027,-1.2516265,-0.42579323,1.6544832,-0.676139,0.37717256,0.705019,-0.13694009,-0.53,0.76306206,-0.41155457,-1.0278428,0.30264947
1367d35cf39783effa7a,-0.5357127,-0.66547555,0.17195018,-1.7879705,2.3172817,0.64223224,-0.22650355,1.8171308,-1.0564655,-2.1115777,0.30043164,-2.14761,-1.1116966,0.94509804,2.0984335,-0.4209993
139429592a9c23c08b71,-0.2679359,-0.38924548,-1.3230155,1.3794651,-1.6525972,0.40726325,-1.3289517,-0.33263972,-0.18544638,1.0495074,0.14270432,1.3885438,-0.591342,0.4087766,-0.90024745,-0.19740093
1397545fbe9882e5cd42,-0.6596715,-1.0461559,-3.0308607,3.3546348,-2.9066536,1.0885521,-2.9923546,-0.46894592,-0.46487996,2.0279562,0.44362858,3.2199569,-1.6945326,1.0674763,-1.4996723,-0.6298839
13de1d3a55477a0c0329,-0.45060506,-0.65462875,-1.962177,2.2864952,-2.4711258,0.6948951,-1.9977567,-0.48812035,-0.30324426,1.6012567,0.29202253,2.2229326,-0.9883975,0.6267278,-1.3939472,-0.35474357
13f8b8305f6c25c21921,0.47467488,0.53084856,2.3017867,-1.790861,-0.67470545,-0.5108302,2.3898711,-0.71915406,0.5779034,0.43318877,-0.19015992,-1.4613917,0.6351587,-0.47131324,-0.8094279,0.32658234
13nq2h723zixyhir01lf,-1.2383344,-1.8496786,-0.06368479,-2.4080424,5.3612647,1.7191374,-0.80509466,4.7129774,-2.9431448,-4.762259,0.99495065,-3.740061,-2.945884,2.562783,5.0037975,-0.9245533
148o63s7q5aitfxmmtrg,0.873797,1.4766952,3.6309874,-0.72874236,-1.4611709,-1.3169,4.14228,-2.106755,1.9402504,1.4467779,-0.6993992,-0.3626145,2.339594,-1.9034209,-1.8573065,0.8865703
151cd83784ab9007e8d8,0.5756954,0.8218791,2.7231994,-1.7420294,-1.117516,-0.79699165,2.7457397,-1.0917217,0.77572566,0.7782558,-0.39277968,-1.2542839,1.1891317,-0.7558295,-1.2101812,0.45185512
152a0c17daaaa4e65e14,-0.57763135,-0.86485004,-2.627808,2.8528874,-2.5880466,0.91706556,-2.6084342,-0.46813315,-0.37874055,1.7758043,0.35116473,2.7435088,-1.3746276,0.85598373,-1.3730444,-0.49004278
1552f58e2818ce7fa863,0.44681203,0.81790113,2.6236863,-1.9361469,-0.8932993,-0.76355475,2.4948065,-0.70956534,0.39464968,0.48327482,-0.39897323,-1.469702,1.2411886,-0.63543415,-0.90994614,0.5801225
15ab118362ecbbd03b52,-0.89156795,-1.3929085,-3.8063564,4.3089757,-2.7413158,1.4453694,-3.664802,-0.36876208,-0.444513,2.0519214,0.67146224,3.992215,-2.12161,1.2332084,-1.2743484,-0.90325695
1629f353a742f6a73251,-0.4892123,-0.7931432,-2.4785192,2.7731571,-2.4197588,0.83492917,-2.425214,-0.38939044,-0.38376418,1.6539775,0.333877,2.6585724,-1.3183316,0.7777627,-1.2252848,-0.5011172
166cb02ac436c9d3662f,0.75381786,0.43936443,2.1280487,-1.431697,-1.2215054,-0.5483126,2.430182,-1.405996,1.1214497,1.2455227,-0.106918395,-1.0957478,0.21760929,-0.75896007,-1.5061278,0.18255039
16c505069c1e5c2bece5,-0.2645444,-0.30614084,-1.4973892,1.3381981,-1.4191245,0.36457777,-1.550712,-0.05181303,-0.29714766,0.72975045,0.13610877,1.2687289,-0.5984803,0.35003188,-0.6348648,-0.18340206
16d68f70cf5e52d0b34a,0.612739,0.8652416,3.1303844,-1.9153982,-1.5881088,-0.8998262,3.146167,-1.3005545,0.85350263,1.1176791,-0.3226781,-1.229024,1.4235586,-0.7832006,-1.5899664,0.6302315
170a695a2717bcd9b74b,0.59096277,0.8057903,3.1810868,-2.2612247,-0.79188496,-0.8121869,3.2376728,-1.0031835,0.6824833,0.56429327,-0.32022882,-1.7584532,1.3089051,-0.7568248,-1.0540884,0.5349054
17656005bd4086137ab7,0.28974202,0.55613977,1.9434791,-1.0898157,-1.3239511,-0.54074013,1.9296607,-0.7795957,0.47377476,0.73557985,-0.17838778,-0.6667938,0.91586185,-0.46342218,-1.1545582,0.36855087
17dda5f588bed077c742,-0.54389536,-0.86844957,-2.4713757,2.7033303,-2.6617475,0.9028825,-2.4523509,-0.46364066,-0.41755447,1.759693,0.37969825,2.592684,-1.3653784,0.8835904,-1.4290962,-0.49952525
17e429460d5fda251953,0.5512757,0.678849,2.9378898,-1.8510466,-1.1352783,-0.67843425,3.042569,-1.1897105,0.8802808,0.9011461,-0.237611,-1.3383697,1.0168219,-0.6983552,-1.2967187,0.45130485
17f2d0e73044110cdea5,-0.6867325,-1.0010918,-2.786108,3.1322424,-2.6994343,1.0673693,-2.8344529,-0.29491314,-0.569453,1.7166708,0.44218442,2.9282393,-1.6042616,1.1027691,-1.3338361,-0.613976
18654732ca312afc173f,-0.5544038,-0.8015834,-2.2992713,2.3883698,-2.1328645,0.839991,-2.3290303,-0.23006761,-0.41576514,1.3262725,0.3787809,2.2511818,-1.2572281,0.8072038,-1.017867,-0.4911944
1883af270e36a7580332,-0.16023387,-0.30524758,-1.0584399,1.2530055,-2.0046067,0.29540634,-0.9972656,-0.47129282,-0.06223371,1.2311968,0.16114892,1.3159858,-0.5423798,0.29641533,-1.1944724,-0.16302209
18cdd44af62c6935e7a0,0.24650118,0.41391906,1.3828487,-0.93792564,-1.2068081,-0.3902379,1.2810904,-0.57230026,0.323061,0.60427535,-0.17114651,-0.5642593,0.6199298,-0.20963137,-0.9781671,0.29739076
1974349ec27d7d67bf08,0.5125978,0.75420123,2.947626,-2.002371,-1.2153641,-0.7842078,2.8720138,-1.0499377,0.6087704,0.7911234,-0.33499527,-1.4328794,1.2186768,-0.6284622,-1.2598468,0.5744854
19793e7e55b68c8dd776,0.26069093,0.5189853,2.0012121,-1.2874703,-0.8164367,-0.4886622,2.0067372,-0.6197134,0.4250774,0.47226986,-0.21284828,-0.9346274,0.87695515,-0.4472317,-0.78095984,0.34506878
19buea1jycypffshcw38,-1.0243987,-1.5585246,0.35273272,-2.3767812,4.9022765,1.4311333,-0.3167987,4.228509,-2.5414152,-4.347911,0.87341225,-3.5544424,-2.488165,2.175956,4.5226426,-0.7700889
19fb3075dd2798538c9d,-0.8637217,-1.3248024,-3.5197551,3.820091,-3.0982964,1.346732,-3.4673948,-0.43784368,-0.5991737,2.073187,0.63411033,3.585731,-1.9990228,1.272739,-1.5447813,-0.8154216
19rc4zj7sw4ms0996992,-1.1909038,-1.7281061,-0.42505902,-1.8357065,4.8753204,1.6536491,-1.001433,4.2533975,-2.5603871,-4.226685,0.93111664,-3.1374905,-2.7532425,2.2500527,4.5740204,-0.9010948
1afepx549ssnar1m9acp,-0.80735123,-1.4344918,0.58676034,-1.9175384,4.098948,1.2908349,0.07692875,3.5335674,-2.0130239,-3.6335921,0.7624967,-2.954511,-2.050991,1.7864536,3.76135,-0.67116976
1b0baf552d2cd47ee10b,-0.3323513,-0.48144662,-1.5558233,1.5008482,-1.699534,0.5106018,-1.6532854,-0.1624941,-0.29920337,0.95243466,0.21424149,1.447523,-0.79294604,0.5267402,-0.81920904,-0.27167207
1b25734414fcc7466153,0.4878167,0.7227378,3.0553923,-2.0856571,-0.8562784,-0.71172756,3.0892582,-0.96571624,0.66596866,0.49924502,-0.25580788,-1.6119548,1.3368849,-0.73388416,-1.0446672,0.47366047
1b36a3223f9dd94a211f,0.39322567,0.60499,2.257801,-0.9292669,-0.59626675,-0.5378289,2.3157847,-0.5704813,0.73753846,0.35683498,-0.2650926,-0.73912215,0.9412855,-0.71805984,-0.59847766,0.36340854
1bd9bb053a3ac1bba507,-0.5266685,-0.80009663,-2.4994495,2.7017355,-2.5025687,0.8532982,-2.3989308,-0.4189819,-0.3595673,1.6453234,0.41258493,2.6288059,-1.2323004,0.7253744,-1.3133452,-0.48891532
1c2aef3af32f6323a31d,-0.30705667,-0.42782122,-1.3779303,1.3973507,-1.8037014,0.45291668,-1.4504089,-0.18648066,-0.28424835,0.98779076,0.2120849,1.3748833,-0.7214419,0.50491345,-0.9168977,-0.24802248
1ca19e51244cdd3f09ff,-0.79994464,-1.244528,-3.488538,3.7787251,-2.9965541,1.2911824,-3.470354,-0.37688956,-0.546352,2.032663,0.581213,3.556366,-1.9802116,1.1935111,-1.4591821,-0.7773077
1cfe33c5b178a0c2367f,-0.51322204,-0.78347176,-2.434057,2.5318127,-2.3212059,0.8132693,-2.4220428,-0.33261746,-0.41122478,1.5106353,0.3335676,2.4040437,-1.3111683,0.8157336,-1.1765285,-0.4821214
